AddSubtract,Epsilon 0.1,,AddSubtractSafe,Epsilon 0.1,,ArcLength,Epsilon 0.1,,DivideByTwo,Epsilon 0.1,,Exp,Epsilon 0.1,,Quadratic,Epsilon 0.1,,QuadraticSafe,Epsilon 0.1,,SampleEvens,Epsilon 0.1
Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average
4.77E-06,,,0,,,4.33E-07,,,0.003300845,,,2.60E-06,,,7.77E-06,,,6.22E-13,,,8.40E-06,
4.77E-06,,,0,,,3.86E-07,,,0.003360955,,,3.03E-06,,,7.77E-06,,,6.11E-13,,,8.09E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003439375,,,2.27E-06,,,7.77E-06,,,6.16E-13,,,8.16E-06,
5.01E-06,,,0,,,3.91E-07,,,0.003350355,,,2.15E-06,,,7.78E-06,,,6.11E-13,,,8.00E-06,
5.01E-06,,,0,,,4.17E-07,,,0.00342293,,,2.02E-06,,,7.77E-06,,,6.13E-13,,,8.39E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003437276,,,2.40E-06,,,7.77E-06,,,6.17E-13,,,8.18E-06,
4.77E-06,,,0,,,4.06E-07,,,0.003377731,,,2.62E-06,,,7.77E-06,,,6.14E-13,,,8.11E-06,
4.41E-06,,,0,,,4.27E-07,,,0.003263583,,,2.02E-06,,,7.77E-06,,,6.09E-13,,,8.32E-06,
5.36E-06,,,0,,,4.30E-07,,,0.003401182,,,1.95E-06,,,7.77E-06,,,6.14E-13,,,8.23E-06,
4.41E-06,,,0,,,4.11E-07,,,0.003355414,,,2.45E-06,,,7.77E-06,,,6.06E-13,,,8.28E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003330727,,,2.44E-06,,,7.77E-06,,,6.25E-13,,,8.08E-06,
5.13E-06,,,0,,,4.27E-07,,,0.003326984,,,2.72E-06,,,7.77E-06,,,6.14E-13,,,7.98E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003388277,,,2.27E-06,,,7.77E-06,,,6.14E-13,,,8.46E-06,
4.77E-06,,,0,,,4.04E-07,,,0.003226988,,,2.26E-06,,,7.77E-06,,,6.06E-13,,,8.14E-06,
4.77E-06,,,0,,,4.23E-07,,,0.0032639,,,2.26E-06,,,7.77E-06,,,6.10E-13,,,8.01E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003378086,,,2.09E-06,,,7.77E-06,,,6.10E-13,,,8.36E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003360795,,,2.37E-06,,,7.77E-06,,,6.16E-13,,,8.20E-06,
4.77E-06,,,0,,,4.20E-07,,,0.003391367,,,2.17E-06,,,7.77E-06,,,6.13E-13,,,7.82E-06,
5.13E-06,,,0,,,4.07E-07,,,0.003395451,,,2.52E-06,,,7.77E-06,,,6.20E-13,,,8.39E-06,
4.77E-06,,,0,,,4.09E-07,,,0.003384089,,,1.97E-06,,,7.77E-06,,,6.22E-13,,,8.48E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003357482,,,2.60E-06,,,7.77E-06,,,6.09E-13,,,8.50E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003306987,,,2.31E-06,,,7.78E-06,,,6.12E-13,,,7.69E-06,
4.77E-06,,,0,,,4.53E-07,,,0.003346702,,,2.08E-06,,,7.77E-06,,,6.09E-13,,,8.41E-06,
5.01E-06,,,0,,,4.35E-07,,,0.003289965,,,1.96E-06,,,7.77E-06,,,6.14E-13,,,8.59E-06,
4.41E-06,,,0,,,4.03E-07,,,0.003376041,,,2.31E-06,,,7.77E-06,,,6.18E-13,,,8.23E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003273942,,,2.36E-06,,,7.77E-06,,,6.09E-13,,,8.11E-06,
5.01E-06,,,0,,,4.18E-07,,,0.003359149,,,2.10E-06,,,7.77E-06,,,6.08E-13,,,8.43E-06,
4.77E-06,,,0,,,4.32E-07,,,0.003379405,,,2.07E-06,,,7.77E-06,,,6.19E-13,,,7.87E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003386651,,,2.13E-06,,,7.77E-06,,,6.12E-13,,,8.50E-06,
4.41E-06,,,0,,,4.10E-07,,,0.003352445,,,2.76E-06,,,7.77E-06,,,6.16E-13,,,8.54E-06,
5.01E-06,,,0,,,4.30E-07,,,0.0032371,,,2.27E-06,,,7.77E-06,,,6.18E-13,,,8.34E-06,
5.01E-06,,,0,,,4.22E-07,,,0.003360969,,,2.49E-06,,,7.77E-06,,,6.13E-13,,,8.04E-06,
4.77E-06,,,0,,,4.43E-07,,,0.003304541,,,2.42E-06,,,7.77E-06,,,6.12E-13,,,8.07E-06,
4.77E-06,,,0,,,4.39E-07,,,0.003429961,,,2.58E-06,,,7.78E-06,,,6.22E-13,,,8.73E-06,
5.36E-06,,,0,,,4.34E-07,,,0.003382084,,,2.11E-06,,,7.77E-06,,,6.16E-13,,,8.39E-06,
5.01E-06,,,0,,,4.24E-07,,,0.003321894,,,2.53E-06,,,7.77E-06,,,6.16E-13,,,8.34E-06,
4.77E-06,,,0,,,4.30E-07,,,0.003284669,,,2.14E-06,,,7.77E-06,,,6.15E-13,,,8.23E-06,
4.77E-06,,,0,,,4.35E-07,,,0.003286558,,,2.16E-06,,,7.78E-06,,,6.07E-13,,,8.72E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003343045,,,1.98E-06,,,7.77E-06,,,6.11E-13,,,8.64E-06,
4.41E-06,,,0,,,4.30E-07,,,0.003284431,,,2.15E-06,,,7.77E-06,,,6.18E-13,,,8.58E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003350567,,,2.51E-06,,,7.78E-06,,,6.08E-13,,,8.13E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003326053,,,1.97E-06,,,7.77E-06,,,6.19E-13,,,8.40E-06,
5.01E-06,,,0,,,4.21E-07,,,0.003371429,,,2.14E-06,,,7.77E-06,,,6.12E-13,,,8.24E-06,
4.77E-06,,,0,,,4.30E-07,,,0.003335827,,,2.29E-06,,,7.77E-06,,,6.18E-13,,,8.12E-06,
5.01E-06,,,0,,,4.32E-07,,,0.003393612,,,2.13E-06,,,7.77E-06,,,6.10E-13,,,8.20E-06,
4.77E-06,,,0,,,3.97E-07,,,0.003482029,,,2.01E-06,,,7.77E-06,,,6.13E-13,,,8.44E-06,
5.01E-06,,,0,,,4.09E-07,,,0.003455152,,,1.70E-06,,,7.77E-06,,,6.05E-13,,,8.24E-06,
4.77E-06,,,0,,,4.28E-07,,,0.003427276,,,2.18E-06,,,7.77E-06,,,6.17E-13,,,8.23E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003403602,,,2.37E-06,,,7.77E-06,,,6.04E-13,,,8.70E-06,
4.77E-06,,,0,,,4.22E-07,,,0.003346189,,,2.71E-06,,,7.77E-06,,,6.23E-13,,,8.37E-06,
4.41E-06,,,0,,,4.40E-07,,,0.003342267,,,2.03E-06,,,7.77E-06,,,6.16E-13,,,8.07E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003335939,,,2.27E-06,,,7.77E-06,,,6.16E-13,,,7.95E-06,
5.13E-06,,,0,,,4.26E-07,,,0.003397613,,,2.16E-06,,,7.77E-06,,,6.11E-13,,,8.26E-06,
4.77E-06,,,0,,,4.34E-07,,,0.003324546,,,2.38E-06,,,7.77E-06,,,6.14E-13,,,7.95E-06,
5.13E-06,,,0,,,3.97E-07,,,0.003271369,,,2.16E-06,,,7.77E-06,,,6.15E-13,,,8.52E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003362758,,,1.95E-06,,,7.77E-06,,,6.13E-13,,,8.06E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003363252,,,1.97E-06,,,7.77E-06,,,6.15E-13,,,8.13E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003410614,,,2.24E-06,,,7.77E-06,,,6.16E-13,,,8.30E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003257983,,,2.11E-06,,,7.77E-06,,,6.06E-13,,,8.59E-06,
5.01E-06,,,0,,,4.30E-07,,,0.003401952,,,2.57E-06,,,7.77E-06,,,6.19E-13,,,8.31E-06,
4.77E-06,,,0,,,4.50E-07,,,0.003389184,,,2.18E-06,,,7.77E-06,,,6.12E-13,,,8.23E-06,
4.77E-06,,,0,,,4.16E-07,,,0.003295363,,,2.51E-06,,,7.77E-06,,,6.07E-13,,,8.09E-06,
4.41E-06,,,0,,,4.09E-07,,,0.003355114,,,2.12E-06,,,7.77E-06,,,6.20E-13,,,8.36E-06,
5.13E-06,,,0,,,4.15E-07,,,0.003294068,,,2.50E-06,,,7.77E-06,,,6.14E-13,,,8.06E-06,
5.01E-06,,,0,,,4.08E-07,,,0.003230151,,,2.21E-06,,,7.77E-06,,,6.05E-13,,,8.52E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003343265,,,2.09E-06,,,7.78E-06,,,6.11E-13,,,8.23E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003325909,,,2.28E-06,,,7.78E-06,,,6.14E-13,,,8.57E-06,
4.53E-06,,,0,,,4.18E-07,,,0.00340659,,,1.91E-06,,,7.77E-06,,,6.13E-13,,,8.19E-06,
5.13E-06,,,0,,,4.11E-07,,,0.003271408,,,2.16E-06,,,7.77E-06,,,6.28E-13,,,8.66E-06,
5.01E-06,,,0,,,4.31E-07,,,0.003309018,,,2.33E-06,,,7.77E-06,,,6.16E-13,,,8.01E-06,
5.01E-06,,,0,,,4.28E-07,,,0.003376776,,,1.94E-06,,,7.77E-06,,,6.21E-13,,,8.34E-06,
4.77E-06,,,0,,,4.22E-07,,,0.003294882,,,2.22E-06,,,7.78E-06,,,6.12E-13,,,8.20E-06,
5.01E-06,,,0,,,4.16E-07,,,0.003372941,,,2.46E-06,,,7.78E-06,,,6.09E-13,,,8.12E-06,
4.41E-06,,,0,,,4.10E-07,,,0.003407398,,,2.58E-06,,,7.77E-06,,,6.12E-13,,,8.73E-06,
4.77E-06,,,0,,,3.99E-07,,,0.003286038,,,2.18E-06,,,7.77E-06,,,6.09E-13,,,8.33E-06,
4.77E-06,,,0,,,4.01E-07,,,0.003299235,,,2.29E-06,,,7.77E-06,,,6.13E-13,,,8.04E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003306542,,,2.22E-06,,,7.77E-06,,,6.04E-13,,,8.40E-06,
4.41E-06,,,0,,,4.26E-07,,,0.00342488,,,2.04E-06,,,7.77E-06,,,6.25E-13,,,8.27E-06,
5.13E-06,,,0,,,4.20E-07,,,0.003296904,,,2.32E-06,,,7.77E-06,,,6.12E-13,,,8.24E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003319809,,,2.41E-06,,,7.77E-06,,,6.14E-13,,,8.00E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003400108,,,2.31E-06,,,7.77E-06,,,6.17E-13,,,8.32E-06,
5.13E-06,,,0,,,4.17E-07,,,0.003401894,,,1.91E-06,,,7.77E-06,,,6.21E-13,,,7.96E-06,
5.36E-06,,,0,,,4.21E-07,,,0.003360072,,,2.41E-06,,,7.77E-06,,,6.16E-13,,,8.21E-06,
5.13E-06,,,0,,,4.00E-07,,,0.003391369,,,2.07E-06,,,7.77E-06,,,6.20E-13,,,8.83E-06,
5.36E-06,,,0,,,4.07E-07,,,0.00340961,,,2.09E-06,,,7.77E-06,,,6.16E-13,,,8.36E-06,
4.77E-06,,,0,,,4.02E-07,,,0.003372845,,,2.34E-06,,,7.77E-06,,,6.16E-13,,,8.58E-06,
4.41E-06,,,0,,,4.33E-07,,,0.003396994,,,2.12E-06,,,7.77E-06,,,6.17E-13,,,8.64E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003415796,,,2.00E-06,,,7.78E-06,,,6.14E-13,,,8.37E-06,
4.77E-06,,,0,,,4.10E-07,,,0.00338289,,,2.05E-06,,,7.77E-06,,,6.13E-13,,,7.88E-06,
4.77E-06,,,0,,,4.08E-07,,,0.003349286,,,2.02E-06,,,7.78E-06,,,6.15E-13,,,8.07E-06,
5.01E-06,,,0,,,4.07E-07,,,0.003312873,,,2.19E-06,,,7.77E-06,,,6.11E-13,,,8.24E-06,
4.77E-06,,,0,,,4.01E-07,,,0.003386951,,,2.29E-06,,,7.77E-06,,,6.12E-13,,,8.14E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003374944,,,2.09E-06,,,7.78E-06,,,6.09E-13,,,8.26E-06,
5.01E-06,,,0,,,4.22E-07,,,0.003376204,,,2.59E-06,,,7.77E-06,,,6.12E-13,,,8.15E-06,
5.01E-06,,,0,,,4.21E-07,,,0.003294533,,,2.42E-06,,,7.77E-06,,,6.20E-13,,,8.29E-06,
5.01E-06,,,0,,,4.04E-07,,,0.003396844,,,2.21E-06,,,7.77E-06,,,6.15E-13,,,7.96E-06,
5.13E-06,,,0,,,4.33E-07,,,0.003332208,,,2.62E-06,,,7.77E-06,,,6.20E-13,,,8.41E-06,
5.01E-06,,,0,,,4.23E-07,,,0.003389246,,,2.24E-06,,,7.77E-06,,,6.11E-13,,,8.04E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003308159,,,2.29E-06,,,7.77E-06,,,6.06E-13,,,8.26E-06,
5.13E-06,,,0,,,4.23E-07,,,0.003265674,,,2.16E-06,,,7.77E-06,,,6.17E-13,,,8.40E-06,
5.01E-06,,,0,,,4.30E-07,,,0.003393781,,,2.16E-06,,,7.77E-06,,,6.13E-13,,,8.22E-06,
5.01E-06,,,0,,,4.26E-07,,,0.003345987,,,2.59E-06,,,7.77E-06,,,6.10E-13,,,8.55E-06,
5.01E-06,,,0,,,4.10E-07,,,0.003348818,,,2.46E-06,,,7.77E-06,,,6.12E-13,,,8.62E-06,
5.13E-06,,,0,,,4.22E-07,,,0.003390496,,,2.47E-06,,,7.77E-06,,,6.11E-13,,,7.75E-06,
5.13E-06,,,0,,,4.39E-07,,,0.003293747,,,2.11E-06,,,7.78E-06,,,6.20E-13,,,8.40E-06,
4.77E-06,,,0,,,4.04E-07,,,0.003372342,,,2.22E-06,,,7.77E-06,,,6.17E-13,,,7.87E-06,
5.13E-06,,,0,,,4.13E-07,,,0.003347166,,,2.31E-06,,,7.77E-06,,,6.19E-13,,,8.46E-06,
5.01E-06,,,0,,,4.13E-07,,,0.003293376,,,2.40E-06,,,7.77E-06,,,6.14E-13,,,8.39E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003311009,,,2.80E-06,,,7.77E-06,,,6.10E-13,,,8.02E-06,
5.13E-06,,,0,,,4.18E-07,,,0.003285499,,,2.23E-06,,,7.77E-06,,,6.11E-13,,,8.65E-06,
4.41E-06,,,0,,,4.04E-07,,,0.003323266,,,2.27E-06,,,7.77E-06,,,6.11E-13,,,8.13E-06,
5.01E-06,,,0,,,4.22E-07,,,0.003263822,,,2.39E-06,,,7.77E-06,,,6.11E-13,,,8.28E-06,
5.13E-06,,,0,,,4.40E-07,,,0.003309879,,,2.08E-06,,,7.78E-06,,,6.10E-13,,,8.43E-06,
4.77E-06,,,0,,,3.98E-07,,,0.003384616,,,2.32E-06,,,7.77E-06,,,6.16E-13,,,8.03E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003323983,,,2.08E-06,,,7.77E-06,,,5.97E-13,,,8.44E-06,
5.13E-06,,,0,,,4.19E-07,,,0.003267617,,,2.12E-06,,,7.77E-06,,,6.17E-13,,,8.70E-06,
5.01E-06,,,0,,,4.27E-07,,,0.00324396,,,2.42E-06,,,7.77E-06,,,6.22E-13,,,8.09E-06,
5.13E-06,,,0,,,4.09E-07,,,0.003323841,,,1.91E-06,,,7.77E-06,,,6.08E-13,,,7.90E-06,
4.77E-06,,,0,,,4.18E-07,,,0.00337497,,,2.58E-06,,,7.77E-06,,,6.08E-13,,,8.31E-06,
4.53E-06,,,0,,,4.46E-07,,,0.003341041,,,2.45E-06,,,7.77E-06,,,6.15E-13,,,8.71E-06,
4.41E-06,,,0,,,4.07E-07,,,0.003316532,,,2.11E-06,,,7.77E-06,,,6.26E-13,,,8.07E-06,
5.36E-06,,,0,,,4.33E-07,,,0.003329808,,,2.12E-06,,,7.77E-06,,,6.10E-13,,,9.00E-06,
4.77E-06,,,0,,,3.99E-07,,,0.003260417,,,2.15E-06,,,7.77E-06,,,6.10E-13,,,8.20E-06,
5.13E-06,,,0,,,4.30E-07,,,0.003302733,,,1.95E-06,,,7.77E-06,,,6.24E-13,,,7.99E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003334375,,,2.41E-06,,,7.78E-06,,,6.16E-13,,,8.05E-06,
5.01E-06,,,0,,,4.38E-07,,,0.003313282,,,1.98E-06,,,7.77E-06,,,6.14E-13,,,8.45E-06,
4.77E-06,,,0,,,4.27E-07,,,0.003399518,,,2.61E-06,,,7.77E-06,,,6.17E-13,,,8.38E-06,
4.41E-06,,,0,,,3.98E-07,,,0.003302412,,,2.54E-06,,,7.78E-06,,,6.08E-13,,,8.21E-06,
5.01E-06,,,0,,,4.13E-07,,,0.003346252,,,2.63E-06,,,7.77E-06,,,6.21E-13,,,8.51E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003440085,,,1.82E-06,,,7.77E-06,,,6.12E-13,,,8.38E-06,
5.01E-06,,,0,,,4.10E-07,,,0.003339621,,,2.35E-06,,,7.77E-06,,,6.18E-13,,,8.18E-06,
4.77E-06,,,0,,,4.08E-07,,,0.003405302,,,2.13E-06,,,7.77E-06,,,6.19E-13,,,8.42E-06,
5.01E-06,,,0,,,4.23E-07,,,0.003370172,,,2.25E-06,,,7.77E-06,,,6.15E-13,,,8.09E-06,
5.36E-06,,,0,,,4.45E-07,,,0.003256529,,,2.69E-06,,,7.77E-06,,,6.08E-13,,,8.51E-06,
5.01E-06,,,0,,,4.05E-07,,,0.003354673,,,2.17E-06,,,7.77E-06,,,6.11E-13,,,8.13E-06,
4.77E-06,,,0,,,4.32E-07,,,0.003413308,,,2.58E-06,,,7.77E-06,,,6.07E-13,,,8.41E-06,
5.13E-06,,,0,,,4.36E-07,,,0.003394403,,,2.38E-06,,,7.77E-06,,,6.13E-13,,,8.43E-06,
4.77E-06,,,0,,,4.45E-07,,,0.003343636,,,2.31E-06,,,7.78E-06,,,6.18E-13,,,8.11E-06,
5.13E-06,,,0,,,4.23E-07,,,0.003309586,,,2.01E-06,,,7.78E-06,,,6.17E-13,,,8.60E-06,
5.13E-06,,,0,,,4.19E-07,,,0.00324907,,,2.38E-06,,,7.77E-06,,,6.02E-13,,,7.87E-06,
4.77E-06,,,0,,,4.42E-07,,,0.003450759,,,2.26E-06,,,7.77E-06,,,6.13E-13,,,8.00E-06,
5.13E-06,,,0,,,4.24E-07,,,0.003418356,,,2.04E-06,,,7.77E-06,,,6.10E-13,,,8.46E-06,
5.13E-06,,,0,,,4.03E-07,,,0.00330877,,,2.52E-06,,,7.78E-06,,,6.19E-13,,,8.66E-06,
5.13E-06,,,0,,,4.38E-07,,,0.003350567,,,2.76E-06,,,7.77E-06,,,6.26E-13,,,8.32E-06,
4.77E-06,,,0,,,4.00E-07,,,0.003316432,,,2.15E-06,,,7.77E-06,,,6.23E-13,,,8.91E-06,
5.01E-06,,,0,,,4.19E-07,,,0.003357584,,,2.13E-06,,,7.77E-06,,,6.13E-13,,,8.67E-06,
4.41E-06,,,0,,,4.43E-07,,,0.003307412,,,2.21E-06,,,7.77E-06,,,6.18E-13,,,8.03E-06,
4.41E-06,,,0,,,4.32E-07,,,0.003360491,,,2.14E-06,,,7.78E-06,,,6.14E-13,,,8.14E-06,
4.77E-06,,,0,,,3.91E-07,,,0.003297007,,,2.01E-06,,,7.77E-06,,,6.15E-13,,,8.10E-06,
5.01E-06,,,0,,,4.10E-07,,,0.003341242,,,2.18E-06,,,7.77E-06,,,6.22E-13,,,8.45E-06,
4.77E-06,,,0,,,4.10E-07,,,0.003305783,,,2.14E-06,,,7.77E-06,,,6.11E-13,,,8.25E-06,
4.77E-06,,,0,,,4.33E-07,,,0.003402746,,,2.37E-06,,,7.77E-06,,,6.05E-13,,,8.55E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003337049,,,2.32E-06,,,7.77E-06,,,6.14E-13,,,8.25E-06,
4.41E-06,,,0,,,4.04E-07,,,0.003274931,,,2.10E-06,,,7.77E-06,,,6.03E-13,,,8.19E-06,
5.01E-06,,,0,,,3.94E-07,,,0.003407687,,,2.47E-06,,,7.77E-06,,,6.16E-13,,,8.39E-06,
5.13E-06,,,0,,,4.17E-07,,,0.003349016,,,2.56E-06,,,7.77E-06,,,6.11E-13,,,8.52E-06,
5.01E-06,,,0,,,4.12E-07,,,0.003328462,,,2.25E-06,,,7.77E-06,,,6.12E-13,,,7.92E-06,
5.13E-06,,,0,,,4.36E-07,,,0.003405816,,,1.97E-06,,,7.77E-06,,,6.10E-13,,,8.71E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003458029,,,2.19E-06,,,7.77E-06,,,6.20E-13,,,8.06E-06,
5.01E-06,,,0,,,4.16E-07,,,0.003165859,,,2.28E-06,,,7.78E-06,,,6.14E-13,,,8.27E-06,
5.01E-06,,,0,,,4.30E-07,,,0.003338978,,,2.17E-06,,,7.77E-06,,,6.29E-13,,,8.27E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003442995,,,2.25E-06,,,7.78E-06,,,6.15E-13,,,8.11E-06,
5.36E-06,,,0,,,4.10E-07,,,0.003387351,,,1.93E-06,,,7.77E-06,,,6.07E-13,,,7.97E-06,
5.01E-06,,,0,,,4.19E-07,,,0.003387245,,,2.46E-06,,,7.77E-06,,,6.11E-13,,,8.26E-06,
5.01E-06,,,0,,,4.10E-07,,,0.003396937,,,2.17E-06,,,7.77E-06,,,6.10E-13,,,8.30E-06,
5.13E-06,,,0,,,4.18E-07,,,0.003286018,,,2.32E-06,,,7.77E-06,,,6.11E-13,,,8.12E-06,
4.77E-06,,,0,,,4.10E-07,,,0.003414382,,,2.27E-06,,,7.78E-06,,,6.17E-13,,,8.20E-06,
4.77E-06,,,0,,,4.44E-07,,,0.003208477,,,2.33E-06,,,7.77E-06,,,6.12E-13,,,8.03E-06,
5.36E-06,,,0,,,4.21E-07,,,0.003384446,,,1.88E-06,,,7.78E-06,,,6.00E-13,,,7.96E-06,
4.41E-06,,,0,,,4.09E-07,,,0.00343084,,,2.17E-06,,,7.77E-06,,,6.25E-13,,,8.04E-06,
4.41E-06,,,0,,,4.26E-07,,,0.003292434,,,2.26E-06,,,7.77E-06,,,6.13E-13,,,8.15E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003335901,,,2.41E-06,,,7.77E-06,,,6.19E-13,,,8.03E-06,
4.77E-06,,,0,,,4.08E-07,,,0.003364539,,,2.01E-06,,,7.77E-06,,,6.07E-13,,,8.27E-06,
5.13E-06,,,0,,,4.39E-07,,,0.003288617,,,2.27E-06,,,7.77E-06,,,6.20E-13,,,8.82E-06,
4.77E-06,,,0,,,4.11E-07,,,0.00337734,,,1.90E-06,,,7.77E-06,,,6.18E-13,,,8.44E-06,
5.13E-06,,,0,,,4.30E-07,,,0.003414433,,,2.18E-06,,,7.77E-06,,,6.14E-13,,,8.46E-06,
5.01E-06,,,0,,,4.38E-07,,,0.003331081,,,2.11E-06,,,7.78E-06,,,6.09E-13,,,8.32E-06,
4.53E-06,,,0,,,4.29E-07,,,0.003382188,,,2.17E-06,,,7.77E-06,,,6.12E-13,,,7.95E-06,
5.01E-06,,,0,,,4.24E-07,,,0.003383049,,,1.99E-06,,,7.77E-06,,,6.20E-13,,,7.87E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003275971,,,2.19E-06,,,7.77E-06,,,6.07E-13,,,8.80E-06,
4.41E-06,,,0,,,4.32E-07,,,0.003247404,,,2.12E-06,,,7.77E-06,,,6.15E-13,,,8.34E-06,
4.41E-06,,,0,,,4.58E-07,,,0.003362884,,,2.32E-06,,,7.77E-06,,,6.08E-13,,,8.57E-06,
4.77E-06,,,0,,,4.40E-07,,,0.003383894,,,1.95E-06,,,7.77E-06,,,6.16E-13,,,8.36E-06,
4.41E-06,,,0,,,4.19E-07,,,0.003316587,,,2.86E-06,,,7.77E-06,,,6.10E-13,,,8.29E-06,
5.01E-06,,,0,,,4.16E-07,,,0.003326349,,,1.97E-06,,,7.77E-06,,,6.12E-13,,,7.93E-06,
5.01E-06,,,0,,,4.15E-07,,,0.003314819,,,2.14E-06,,,7.77E-06,,,6.08E-13,,,7.97E-06,
4.77E-06,,,0,,,4.46E-07,,,0.003406027,,,2.31E-06,,,7.77E-06,,,6.13E-13,,,8.31E-06,
5.13E-06,,,0,,,4.06E-07,,,0.003342826,,,2.24E-06,,,7.77E-06,,,6.12E-13,,,8.31E-06,
5.13E-06,,,0,,,4.52E-07,,,0.003256521,,,2.15E-06,,,7.77E-06,,,6.17E-13,,,8.46E-06,
4.77E-06,,,0,,,4.12E-07,,,0.003284439,,,2.19E-06,,,7.78E-06,,,6.14E-13,,,8.20E-06,
4.77E-06,,,0,,,4.48E-07,,,0.00341405,,,2.15E-06,,,7.77E-06,,,6.05E-13,,,8.27E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003409073,,,2.45E-06,,,7.78E-06,,,6.10E-13,,,8.85E-06,
5.13E-06,,,0,,,4.32E-07,,,0.003286012,,,2.24E-06,,,7.77E-06,,,6.13E-13,,,8.26E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003426438,,,2.17E-06,,,7.77E-06,,,6.13E-13,,,8.21E-06,
5.13E-06,,,0,,,4.41E-07,,,0.003284811,,,2.11E-06,,,7.77E-06,,,6.16E-13,,,8.29E-06,
5.01E-06,,,0,,,4.19E-07,,,0.003361404,,,2.69E-06,,,7.77E-06,,,6.12E-13,,,8.41E-06,
4.77E-06,,,0,,,3.91E-07,,,0.003344288,,,2.00E-06,,,7.77E-06,,,6.06E-13,,,8.16E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003312992,,,2.64E-06,,,7.77E-06,,,6.10E-13,,,7.97E-06,
4.77E-06,,,0,,,4.28E-07,,,0.0032383,,,2.07E-06,,,7.77E-06,,,6.11E-13,,,8.70E-06,
4.77E-06,,,0,,,4.20E-07,,,0.003446199,,,2.02E-06,,,7.77E-06,,,6.12E-13,,,8.25E-06,
5.36E-06,,,0,,,4.13E-07,,,0.00321712,,,2.17E-06,,,7.77E-06,,,6.06E-13,,,7.92E-06,
5.13E-06,,,0,,,4.20E-07,,,0.003307051,,,2.27E-06,,,7.77E-06,,,6.05E-13,,,7.98E-06,
5.01E-06,,,0,,,4.21E-07,,,0.003273269,,,1.75E-06,,,7.77E-06,,,6.14E-13,,,8.74E-06,
5.13E-06,,,0,,,4.40E-07,,,0.003335476,,,2.12E-06,,,7.77E-06,,,6.10E-13,,,8.32E-06,
4.77E-06,,,0,,,4.35E-07,,,0.003344017,,,3.00E-06,,,7.77E-06,,,6.16E-13,,,8.18E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003409131,,,2.58E-06,,,7.78E-06,,,6.28E-13,,,8.21E-06,
5.13E-06,,,0,,,4.38E-07,,,0.003345191,,,2.15E-06,,,7.77E-06,,,6.17E-13,,,8.18E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003394369,,,2.28E-06,,,7.77E-06,,,6.08E-13,,,8.46E-06,
4.77E-06,,,0,,,4.26E-07,,,0.00332593,,,2.57E-06,,,7.77E-06,,,6.19E-13,,,7.93E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003303936,,,2.35E-06,,,7.77E-06,,,6.07E-13,,,8.48E-06,
5.13E-06,,,0,,,4.19E-07,,,0.003242623,,,2.46E-06,,,7.78E-06,,,6.11E-13,,,8.59E-06,
