AddSubtract,Epsilon 0.1,,AddSubtractSafe,Epsilon 0.1,,ArcLength,Epsilon 0.1,,DivideByTwo,Epsilon 0.1,,Exp,Epsilon 0.1,,Quadratic,Epsilon 0.1,,QuadraticSafe,Epsilon 0.1,,SampleEvens,Epsilon 0.1
Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average
4.41E-06,,,0,,,4.43E-07,,,0.003385583,,,1.83E-06,,,7.77E-06,,,6.19E-13,,,8.98E-06,
5.01E-06,,,0,,,4.42E-07,,,0.003490418,,,2.27E-06,,,7.77E-06,,,5.97E-13,,,7.60E-06,
5.36E-06,,,0,,,4.13E-07,,,0.003343466,,,2.35E-06,,,7.77E-06,,,6.02E-13,,,8.40E-06,
4.41E-06,,,0,,,4.22E-07,,,0.0032395,,,1.80E-06,,,7.77E-06,,,6.18E-13,,,8.68E-06,
5.36E-06,,,0,,,3.90E-07,,,0.003465155,,,2.91E-06,,,7.77E-06,,,6.15E-13,,,8.50E-06,
4.77E-06,,,0,,,4.39E-07,,,0.003264461,,,2.45E-06,,,7.77E-06,,,6.22E-13,,,8.89E-06,
5.13E-06,,,0,,,4.30E-07,,,0.00327971,,,1.97E-06,,,7.77E-06,,,6.09E-13,,,8.73E-06,
4.77E-06,,,0,,,3.90E-07,,,0.003395925,,,2.41E-06,,,7.77E-06,,,6.22E-13,,,8.58E-06,
5.13E-06,,,0,,,4.02E-07,,,0.00323266,,,2.10E-06,,,7.77E-06,,,6.21E-13,,,9.08E-06,
4.41E-06,,,0,,,4.38E-07,,,0.003321416,,,2.76E-06,,,7.78E-06,,,6.19E-13,,,7.57E-06,
4.77E-06,,,0,,,4.02E-07,,,0.003277258,,,1.98E-06,,,7.77E-06,,,6.35E-13,,,8.53E-06,
4.41E-06,,,0,,,4.34E-07,,,0.00317901,,,2.31E-06,,,7.77E-06,,,6.20E-13,,,9.05E-06,
4.41E-06,,,0,,,4.26E-07,,,0.003479453,,,2.55E-06,,,7.77E-06,,,6.25E-13,,,7.58E-06,
5.13E-06,,,0,,,4.39E-07,,,0.003363869,,,2.03E-06,,,7.77E-06,,,6.35E-13,,,8.95E-06,
5.13E-06,,,0,,,4.46E-07,,,0.003400348,,,2.00E-06,,,7.77E-06,,,6.19E-13,,,7.85E-06,
4.41E-06,,,0,,,4.55E-07,,,0.003418423,,,2.86E-06,,,7.77E-06,,,6.24E-13,,,8.00E-06,
5.13E-06,,,0,,,4.32E-07,,,0.003174853,,,1.64E-06,,,7.77E-06,,,6.18E-13,,,7.80E-06,
4.77E-06,,,0,,,3.97E-07,,,0.003271769,,,1.86E-06,,,7.76E-06,,,6.22E-13,,,8.75E-06,
4.41E-06,,,0,,,4.48E-07,,,0.003258151,,,2.03E-06,,,7.78E-06,,,6.12E-13,,,8.65E-06,
5.36E-06,,,0,,,4.10E-07,,,0.003329512,,,2.27E-06,,,7.78E-06,,,6.18E-13,,,8.63E-06,
4.77E-06,,,0,,,4.48E-07,,,0.003239809,,,2.47E-06,,,7.77E-06,,,6.15E-13,,,8.04E-06,
5.36E-06,,,0,,,4.20E-07,,,0.003169026,,,2.19E-06,,,7.78E-06,,,6.12E-13,,,8.92E-06,
5.13E-06,,,0,,,4.29E-07,,,0.003425988,,,3.62E-06,,,7.77E-06,,,6.14E-13,,,8.60E-06,
4.77E-06,,,0,,,4.49E-07,,,0.003331426,,,2.54E-06,,,7.77E-06,,,6.15E-13,,,9.10E-06,
4.41E-06,,,0,,,4.79E-07,,,0.003242855,,,1.91E-06,,,7.78E-06,,,6.04E-13,,,7.99E-06,
5.13E-06,,,0,,,4.15E-07,,,0.003290423,,,2.03E-06,,,7.78E-06,,,6.11E-13,,,8.24E-06,
4.77E-06,,,0,,,4.05E-07,,,0.003450131,,,1.88E-06,,,7.77E-06,,,6.21E-13,,,8.76E-06,
5.36E-06,,,0,,,4.18E-07,,,0.003410609,,,2.18E-06,,,7.77E-06,,,6.09E-13,,,8.24E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003314705,,,2.26E-06,,,7.77E-06,,,6.11E-13,,,8.77E-06,
4.77E-06,,,0,,,4.08E-07,,,0.003336345,,,2.37E-06,,,7.77E-06,,,6.25E-13,,,7.72E-06,
5.13E-06,,,0,,,4.10E-07,,,0.003302724,,,1.59E-06,,,7.78E-06,,,6.00E-13,,,8.26E-06,
4.41E-06,,,0,,,4.05E-07,,,0.003331297,,,2.28E-06,,,7.77E-06,,,6.22E-13,,,8.94E-06,
4.77E-06,,,0,,,3.80E-07,,,0.003291966,,,2.69E-06,,,7.77E-06,,,6.23E-13,,,7.69E-06,
5.36E-06,,,0,,,4.10E-07,,,0.003193791,,,2.18E-06,,,7.78E-06,,,6.20E-13,,,7.83E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003361648,,,2.06E-06,,,7.77E-06,,,6.14E-13,,,8.38E-06,
5.13E-06,,,0,,,4.52E-07,,,0.003408335,,,2.13E-06,,,7.77E-06,,,6.14E-13,,,8.48E-06,
4.77E-06,,,0,,,4.39E-07,,,0.003453868,,,2.03E-06,,,7.77E-06,,,6.14E-13,,,8.61E-06,
4.41E-06,,,0,,,3.82E-07,,,0.003330558,,,2.11E-06,,,7.77E-06,,,6.08E-13,,,8.14E-06,
4.77E-06,,,0,,,4.32E-07,,,0.003408256,,,2.76E-06,,,7.77E-06,,,5.97E-13,,,8.62E-06,
5.13E-06,,,0,,,4.53E-07,,,0.003431065,,,3.10E-06,,,7.76E-06,,,6.13E-13,,,7.79E-06,
4.77E-06,,,0,,,4.51E-07,,,0.003430604,,,2.91E-06,,,7.78E-06,,,6.05E-13,,,8.07E-06,
5.13E-06,,,0,,,4.36E-07,,,0.003391781,,,2.30E-06,,,7.78E-06,,,6.03E-13,,,7.98E-06,
4.41E-06,,,0,,,4.10E-07,,,0.003282097,,,1.92E-06,,,7.78E-06,,,5.99E-13,,,8.70E-06,
4.41E-06,,,0,,,4.50E-07,,,0.003547619,,,2.24E-06,,,7.77E-06,,,6.24E-13,,,8.04E-06,
5.36E-06,,,0,,,3.97E-07,,,0.003368797,,,2.28E-06,,,7.77E-06,,,6.07E-13,,,8.42E-06,
5.36E-06,,,0,,,4.22E-07,,,0.00329093,,,2.05E-06,,,7.78E-06,,,6.06E-13,,,8.81E-06,
4.77E-06,,,0,,,4.04E-07,,,0.00332089,,,2.35E-06,,,7.77E-06,,,6.09E-13,,,8.58E-06,
4.77E-06,,,0,,,4.05E-07,,,0.003414058,,,1.60E-06,,,7.78E-06,,,6.08E-13,,,8.47E-06,
5.13E-06,,,0,,,4.49E-07,,,0.003401208,,,2.38E-06,,,7.77E-06,,,6.13E-13,,,8.23E-06,
4.77E-06,,,0,,,4.36E-07,,,0.00333143,,,1.72E-06,,,7.78E-06,,,6.02E-13,,,8.56E-06,
4.41E-06,,,0,,,4.39E-07,,,0.003340888,,,1.39E-06,,,7.77E-06,,,6.16E-13,,,7.82E-06,
4.41E-06,,,0,,,4.49E-07,,,0.003233191,,,1.72E-06,,,7.77E-06,,,6.07E-13,,,8.22E-06,
4.77E-06,,,0,,,3.93E-07,,,0.003229767,,,2.68E-06,,,7.77E-06,,,6.33E-13,,,8.01E-06,
5.01E-06,,,0,,,3.90E-07,,,0.003263583,,,2.57E-06,,,7.77E-06,,,6.19E-13,,,7.72E-06,
4.77E-06,,,0,,,4.23E-07,,,0.00349881,,,1.91E-06,,,7.78E-06,,,6.08E-13,,,8.25E-06,
4.77E-06,,,0,,,4.52E-07,,,0.003409502,,,3.61E-06,,,7.77E-06,,,6.20E-13,,,8.41E-06,
4.77E-06,,,0,,,4.22E-07,,,0.003161569,,,2.43E-06,,,7.77E-06,,,6.06E-13,,,8.01E-06,
4.77E-06,,,0,,,4.39E-07,,,0.003341495,,,2.18E-06,,,7.77E-06,,,6.03E-13,,,7.58E-06,
5.13E-06,,,0,,,4.00E-07,,,0.003326492,,,2.88E-06,,,7.78E-06,,,6.08E-13,,,8.95E-06,
4.41E-06,,,0,,,4.69E-07,,,0.003441346,,,2.06E-06,,,7.77E-06,,,6.12E-13,,,8.75E-06,
4.77E-06,,,0,,,3.98E-07,,,0.003465848,,,1.77E-06,,,7.77E-06,,,6.02E-13,,,8.25E-06,
4.77E-06,,,0,,,4.08E-07,,,0.003418458,,,3.22E-06,,,7.77E-06,,,6.20E-13,,,7.87E-06,
5.13E-06,,,0,,,4.53E-07,,,0.003498469,,,1.69E-06,,,7.77E-06,,,6.29E-13,,,8.57E-06,
5.72E-06,,,0,,,4.88E-07,,,0.00335546,,,2.29E-06,,,7.78E-06,,,6.07E-13,,,7.79E-06,
4.77E-06,,,0,,,4.32E-07,,,0.003285539,,,1.97E-06,,,7.77E-06,,,6.17E-13,,,7.81E-06,
5.36E-06,,,0,,,4.50E-07,,,0.003340825,,,2.36E-06,,,7.77E-06,,,6.28E-13,,,7.99E-06,
4.77E-06,,,0,,,4.34E-07,,,0.003447927,,,2.96E-06,,,7.77E-06,,,6.25E-13,,,8.09E-06,
5.01E-06,,,0,,,3.96E-07,,,0.003352208,,,1.96E-06,,,7.78E-06,,,6.10E-13,,,8.92E-06,
4.41E-06,,,0,,,4.21E-07,,,0.003302088,,,1.50E-06,,,7.78E-06,,,6.31E-13,,,8.78E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003445366,,,2.07E-06,,,7.78E-06,,,6.11E-13,,,7.92E-06,
4.53E-06,,,0,,,4.37E-07,,,0.003325792,,,3.21E-06,,,7.77E-06,,,6.09E-13,,,8.86E-06,
4.41E-06,,,0,,,4.16E-07,,,0.003309411,,,3.34E-06,,,7.78E-06,,,6.15E-13,,,7.81E-06,
5.72E-06,,,0,,,4.01E-07,,,0.003266532,,,3.02E-06,,,7.77E-06,,,6.31E-13,,,9.10E-06,
4.41E-06,,,0,,,4.16E-07,,,0.003388818,,,2.34E-06,,,7.77E-06,,,6.23E-13,,,8.41E-06,
4.29E-06,,,0,,,4.16E-07,,,0.003349259,,,1.90E-06,,,7.76E-06,,,6.18E-13,,,8.61E-06,
5.36E-06,,,0,,,4.17E-07,,,0.003404033,,,2.57E-06,,,7.77E-06,,,6.25E-13,,,7.87E-06,
5.13E-06,,,0,,,4.18E-07,,,0.003423251,,,2.01E-06,,,7.77E-06,,,6.00E-13,,,8.08E-06,
5.13E-06,,,0,,,4.22E-07,,,0.003340216,,,2.19E-06,,,7.77E-06,,,6.04E-13,,,8.77E-06,
4.41E-06,,,0,,,4.06E-07,,,0.002956536,,,2.32E-06,,,7.77E-06,,,6.25E-13,,,8.48E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003384801,,,2.47E-06,,,7.77E-06,,,6.22E-13,,,8.46E-06,
4.41E-06,,,0,,,4.41E-07,,,0.003390025,,,2.20E-06,,,7.78E-06,,,6.13E-13,,,8.57E-06,
5.01E-06,,,0,,,4.46E-07,,,0.003285335,,,2.17E-06,,,7.77E-06,,,6.17E-13,,,8.54E-06,
4.77E-06,,,0,,,4.05E-07,,,0.003411336,,,3.01E-06,,,7.78E-06,,,5.92E-13,,,7.94E-06,
5.13E-06,,,0,,,4.25E-07,,,0.003399818,,,2.49E-06,,,7.78E-06,,,6.08E-13,,,8.09E-06,
4.77E-06,,,0,,,4.27E-07,,,0.003367436,,,2.62E-06,,,7.77E-06,,,6.40E-13,,,8.72E-06,
4.77E-06,,,0,,,4.44E-07,,,0.003407871,,,2.18E-06,,,7.78E-06,,,6.11E-13,,,8.29E-06,
4.77E-06,,,0,,,4.08E-07,,,0.003378374,,,2.18E-06,,,7.77E-06,,,6.16E-13,,,8.08E-06,
4.77E-06,,,0,,,4.41E-07,,,0.00337575,,,2.49E-06,,,7.78E-06,,,6.15E-13,,,8.58E-06,
5.36E-06,,,0,,,4.45E-07,,,0.003245143,,,2.27E-06,,,7.76E-06,,,6.22E-13,,,7.88E-06,
4.77E-06,,,0,,,4.37E-07,,,0.003378232,,,2.28E-06,,,7.77E-06,,,6.27E-13,,,8.34E-06,
5.36E-06,,,0,,,4.37E-07,,,0.003251686,,,2.04E-06,,,7.78E-06,,,6.01E-13,,,7.72E-06,
5.36E-06,,,0,,,3.93E-07,,,0.003289748,,,2.26E-06,,,7.77E-06,,,6.35E-13,,,7.56E-06,
5.13E-06,,,0,,,4.36E-07,,,0.003224083,,,2.87E-06,,,7.78E-06,,,6.10E-13,,,8.78E-06,
5.13E-06,,,0,,,4.10E-07,,,0.003325428,,,2.19E-06,,,7.77E-06,,,6.10E-13,,,8.23E-06,
5.01E-06,,,0,,,4.15E-07,,,0.003604242,,,2.25E-06,,,7.77E-06,,,6.09E-13,,,8.77E-06,
5.36E-06,,,0,,,4.28E-07,,,0.003287587,,,2.66E-06,,,7.77E-06,,,6.14E-13,,,8.38E-06,
4.41E-06,,,0,,,4.06E-07,,,0.003273978,,,2.11E-06,,,7.77E-06,,,6.04E-13,,,8.12E-06,
4.41E-06,,,0,,,4.26E-07,,,0.003265186,,,2.83E-06,,,7.78E-06,,,6.17E-13,,,8.65E-06,
4.77E-06,,,0,,,4.34E-07,,,0.003392207,,,2.12E-06,,,7.77E-06,,,6.03E-13,,,7.61E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003321243,,,2.12E-06,,,7.77E-06,,,6.17E-13,,,8.28E-06,
4.41E-06,,,0,,,4.34E-07,,,0.003398697,,,2.48E-06,,,7.77E-06,,,6.11E-13,,,8.73E-06,
5.36E-06,,,0,,,4.02E-07,,,0.00339313,,,2.88E-06,,,7.77E-06,,,6.16E-13,,,8.43E-06,
5.13E-06,,,0,,,4.65E-07,,,0.003414227,,,1.96E-06,,,7.77E-06,,,6.07E-13,,,7.98E-06,
5.13E-06,,,0,,,4.15E-07,,,0.003395156,,,2.04E-06,,,7.77E-06,,,6.05E-13,,,7.96E-06,
5.36E-06,,,0,,,3.90E-07,,,0.003455818,,,2.26E-06,,,7.77E-06,,,6.13E-13,,,8.41E-06,
4.41E-06,,,0,,,4.09E-07,,,0.00306805,,,2.15E-06,,,7.78E-06,,,6.22E-13,,,8.86E-06,
5.13E-06,,,0,,,4.26E-07,,,0.003230357,,,2.61E-06,,,7.77E-06,,,6.03E-13,,,8.19E-06,
4.77E-06,,,0,,,4.16E-07,,,0.003490975,,,1.79E-06,,,7.78E-06,,,6.23E-13,,,8.17E-06,
5.13E-06,,,0,,,4.34E-07,,,0.003400009,,,2.75E-06,,,7.77E-06,,,6.02E-13,,,8.46E-06,
4.41E-06,,,0,,,4.15E-07,,,0.00336999,,,3.57E-06,,,7.78E-06,,,6.18E-13,,,8.46E-06,
4.77E-06,,,0,,,4.22E-07,,,0.003321483,,,2.11E-06,,,7.78E-06,,,6.06E-13,,,8.37E-06,
4.77E-06,,,0,,,4.50E-07,,,0.0033526,,,2.49E-06,,,7.77E-06,,,6.08E-13,,,8.60E-06,
5.72E-06,,,0,,,4.83E-07,,,0.003334438,,,2.23E-06,,,7.77E-06,,,6.05E-13,,,8.03E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003394861,,,2.62E-06,,,7.77E-06,,,6.23E-13,,,8.18E-06,
5.72E-06,,,0,,,4.34E-07,,,0.003510199,,,1.94E-06,,,7.77E-06,,,6.08E-13,,,7.91E-06,
5.01E-06,,,0,,,3.96E-07,,,0.003447367,,,2.19E-06,,,7.77E-06,,,6.17E-13,,,8.16E-06,
4.41E-06,,,0,,,4.21E-07,,,0.003349375,,,2.54E-06,,,7.78E-06,,,6.01E-13,,,8.74E-06,
4.41E-06,,,0,,,4.50E-07,,,0.003368109,,,2.09E-06,,,7.78E-06,,,6.07E-13,,,8.67E-06,
4.41E-06,,,0,,,4.16E-07,,,0.003418238,,,2.33E-06,,,7.77E-06,,,6.01E-13,,,8.45E-06,
5.13E-06,,,0,,,4.08E-07,,,0.003341625,,,2.43E-06,,,7.78E-06,,,6.20E-13,,,9.20E-06,
5.13E-06,,,0,,,4.30E-07,,,0.003389845,,,2.76E-06,,,7.77E-06,,,6.05E-13,,,7.66E-06,
4.41E-06,,,0,,,4.16E-07,,,0.003222116,,,1.89E-06,,,7.77E-06,,,6.05E-13,,,8.70E-06,
5.36E-06,,,0,,,4.03E-07,,,0.003469885,,,3.95E-06,,,7.77E-06,,,6.11E-13,,,8.04E-06,
5.13E-06,,,0,,,4.31E-07,,,0.00319862,,,2.46E-06,,,7.77E-06,,,6.12E-13,,,9.05E-06,
4.29E-06,,,0,,,4.25E-07,,,0.003483203,,,2.17E-06,,,7.78E-06,,,6.15E-13,,,8.56E-06,
5.13E-06,,,0,,,4.41E-07,,,0.003478588,,,2.28E-06,,,7.77E-06,,,6.08E-13,,,8.79E-06,
4.77E-06,,,0,,,4.00E-07,,,0.003322067,,,2.11E-06,,,7.76E-06,,,6.24E-13,,,8.11E-06,
5.36E-06,,,0,,,4.10E-07,,,0.003240108,,,2.02E-06,,,7.78E-06,,,6.22E-13,,,8.45E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003395177,,,3.17E-06,,,7.77E-06,,,6.30E-13,,,8.08E-06,
4.77E-06,,,0,,,3.94E-07,,,0.003367242,,,2.41E-06,,,7.78E-06,,,6.09E-13,,,7.93E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003322356,,,3.31E-06,,,7.77E-06,,,6.09E-13,,,8.35E-06,
4.77E-06,,,0,,,4.12E-07,,,0.003272405,,,2.03E-06,,,7.77E-06,,,6.00E-13,,,8.26E-06,
5.01E-06,,,0,,,3.98E-07,,,0.003454715,,,2.24E-06,,,7.77E-06,,,6.24E-13,,,8.87E-06,
4.77E-06,,,0,,,4.32E-07,,,0.003284939,,,2.30E-06,,,7.77E-06,,,6.03E-13,,,8.56E-06,
5.13E-06,,,0,,,3.90E-07,,,0.003344142,,,2.80E-06,,,7.77E-06,,,6.13E-13,,,8.01E-06,
5.13E-06,,,0,,,4.20E-07,,,0.003292081,,,3.11E-06,,,7.78E-06,,,6.20E-13,,,8.35E-06,
4.41E-06,,,0,,,4.32E-07,,,0.003282368,,,3.10E-06,,,7.77E-06,,,5.93E-13,,,8.76E-06,
4.29E-06,,,0,,,4.06E-07,,,0.003404366,,,3.00E-06,,,7.77E-06,,,6.15E-13,,,8.22E-06,
5.13E-06,,,0,,,4.45E-07,,,0.00329045,,,2.11E-06,,,7.78E-06,,,6.04E-13,,,7.54E-06,
4.29E-06,,,0,,,4.28E-07,,,0.00322228,,,1.88E-06,,,7.77E-06,,,6.17E-13,,,8.11E-06,
4.77E-06,,,0,,,4.57E-07,,,0.00343266,,,2.79E-06,,,7.78E-06,,,6.34E-13,,,8.60E-06,
4.77E-06,,,0,,,4.54E-07,,,0.003248102,,,1.88E-06,,,7.77E-06,,,6.06E-13,,,8.78E-06,
4.77E-06,,,0,,,4.32E-07,,,0.003225127,,,2.32E-06,,,7.77E-06,,,6.09E-13,,,8.52E-06,
5.13E-06,,,0,,,4.13E-07,,,0.003263619,,,2.60E-06,,,7.77E-06,,,6.06E-13,,,7.71E-06,
5.01E-06,,,0,,,4.17E-07,,,0.003420764,,,2.37E-06,,,7.77E-06,,,6.13E-13,,,8.88E-06,
4.41E-06,,,0,,,4.51E-07,,,0.003271918,,,2.66E-06,,,7.77E-06,,,6.08E-13,,,7.97E-06,
4.65E-06,,,0,,,4.08E-07,,,0.003478777,,,2.34E-06,,,7.78E-06,,,6.02E-13,,,7.67E-06,
5.36E-06,,,0,,,4.41E-07,,,0.003403435,,,2.53E-06,,,7.77E-06,,,6.09E-13,,,8.68E-06,
5.13E-06,,,0,,,4.07E-07,,,0.003357776,,,2.57E-06,,,7.78E-06,,,6.32E-13,,,7.64E-06,
5.13E-06,,,0,,,4.52E-07,,,0.003288377,,,1.93E-06,,,7.77E-06,,,6.08E-13,,,8.54E-06,
5.01E-06,,,0,,,3.94E-07,,,0.00352517,,,1.85E-06,,,7.77E-06,,,6.18E-13,,,8.55E-06,
4.41E-06,,,0,,,4.63E-07,,,0.003457184,,,2.64E-06,,,7.78E-06,,,6.04E-13,,,9.29E-06,
5.13E-06,,,0,,,4.44E-07,,,0.003295132,,,2.09E-06,,,7.77E-06,,,6.22E-13,,,8.83E-06,
5.13E-06,,,0,,,4.29E-07,,,0.00340909,,,2.94E-06,,,7.77E-06,,,6.40E-13,,,8.60E-06,
5.13E-06,,,0,,,4.45E-07,,,0.003198239,,,2.30E-06,,,7.76E-06,,,6.16E-13,,,8.13E-06,
4.41E-06,,,0,,,4.67E-07,,,0.003477818,,,1.98E-06,,,7.78E-06,,,6.13E-13,,,8.73E-06,
4.41E-06,,,0,,,4.19E-07,,,0.003386306,,,3.83E-06,,,7.77E-06,,,6.18E-13,,,8.38E-06,
5.13E-06,,,0,,,4.32E-07,,,0.003411659,,,2.33E-06,,,7.78E-06,,,5.98E-13,,,8.21E-06,
5.01E-06,,,0,,,4.21E-07,,,0.003325071,,,2.55E-06,,,7.78E-06,,,6.06E-13,,,7.88E-06,
4.77E-06,,,0,,,4.39E-07,,,0.003284505,,,2.70E-06,,,7.77E-06,,,6.08E-13,,,8.57E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003504042,,,2.38E-06,,,7.77E-06,,,6.13E-13,,,8.12E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003465772,,,2.29E-06,,,7.77E-06,,,6.16E-13,,,8.05E-06,
5.13E-06,,,0,,,4.63E-07,,,0.003471244,,,2.67E-06,,,7.78E-06,,,6.22E-13,,,8.34E-06,
4.41E-06,,,0,,,4.61E-07,,,0.003375638,,,2.08E-06,,,7.77E-06,,,6.10E-13,,,7.85E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003324127,,,1.92E-06,,,7.77E-06,,,6.24E-13,,,8.35E-06,
4.77E-06,,,0,,,3.70E-07,,,0.003453061,,,2.40E-06,,,7.77E-06,,,6.26E-13,,,8.47E-06,
5.13E-06,,,0,,,4.04E-07,,,0.003245313,,,2.56E-06,,,7.78E-06,,,6.11E-13,,,7.67E-06,
4.77E-06,,,0,,,4.56E-07,,,0.003393484,,,1.96E-06,,,7.77E-06,,,6.06E-13,,,8.61E-06,
5.13E-06,,,0,,,4.39E-07,,,0.003341541,,,3.21E-06,,,7.77E-06,,,6.23E-13,,,8.05E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003331424,,,1.96E-06,,,7.77E-06,,,6.20E-13,,,8.23E-06,
4.77E-06,,,0,,,4.12E-07,,,0.003265304,,,2.09E-06,,,7.78E-06,,,6.09E-13,,,8.54E-06,
5.36E-06,,,0,,,4.53E-07,,,0.003194434,,,2.24E-06,,,7.77E-06,,,6.14E-13,,,8.58E-06,
4.41E-06,,,0,,,4.36E-07,,,0.003333935,,,2.37E-06,,,7.77E-06,,,6.08E-13,,,8.80E-06,
4.29E-06,,,0,,,3.89E-07,,,0.003297566,,,2.26E-06,,,7.78E-06,,,6.07E-13,,,7.77E-06,
5.36E-06,,,0,,,3.92E-07,,,0.003438713,,,1.97E-06,,,7.77E-06,,,6.12E-13,,,7.56E-06,
4.41E-06,,,0,,,4.09E-07,,,0.003283634,,,1.92E-06,,,7.77E-06,,,6.03E-13,,,7.75E-06,
4.77E-06,,,0,,,4.04E-07,,,0.003373581,,,2.16E-06,,,7.77E-06,,,6.09E-13,,,8.02E-06,
4.77E-06,,,0,,,3.94E-07,,,0.003312699,,,2.30E-06,,,7.78E-06,,,6.24E-13,,,8.31E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003373398,,,2.48E-06,,,7.77E-06,,,6.12E-13,,,8.16E-06,
4.41E-06,,,0,,,3.97E-07,,,0.003340182,,,2.29E-06,,,7.77E-06,,,6.06E-13,,,8.15E-06,
5.36E-06,,,0,,,3.99E-07,,,0.003301769,,,1.88E-06,,,7.78E-06,,,6.23E-13,,,8.37E-06,
4.77E-06,,,0,,,4.53E-07,,,0.003463482,,,2.15E-06,,,7.76E-06,,,6.22E-13,,,8.96E-06,
5.13E-06,,,0,,,4.20E-07,,,0.003217553,,,2.28E-06,,,7.77E-06,,,6.06E-13,,,7.77E-06,
5.13E-06,,,0,,,3.97E-07,,,0.003458669,,,3.03E-06,,,7.77E-06,,,6.19E-13,,,8.43E-06,
5.01E-06,,,0,,,4.54E-07,,,0.003214087,,,2.36E-06,,,7.77E-06,,,6.10E-13,,,9.10E-06,
4.41E-06,,,0,,,4.06E-07,,,0.003371006,,,2.27E-06,,,7.78E-06,,,6.33E-13,,,8.96E-06,
5.13E-06,,,0,,,3.99E-07,,,0.003474061,,,2.29E-06,,,7.78E-06,,,6.20E-13,,,8.40E-06,
5.13E-06,,,0,,,4.29E-07,,,0.003355494,,,2.12E-06,,,7.78E-06,,,6.19E-13,,,8.35E-06,
4.41E-06,,,0,,,4.07E-07,,,0.003401557,,,2.34E-06,,,7.78E-06,,,6.23E-13,,,8.84E-06,
5.01E-06,,,0,,,4.14E-07,,,0.003216667,,,1.86E-06,,,7.78E-06,,,6.17E-13,,,8.37E-06,
5.01E-06,,,0,,,4.14E-07,,,0.003308033,,,1.61E-06,,,7.77E-06,,,6.16E-13,,,7.88E-06,
4.77E-06,,,0,,,4.34E-07,,,0.003301637,,,2.99E-06,,,7.77E-06,,,6.18E-13,,,8.87E-06,
4.77E-06,,,0,,,4.53E-07,,,0.003198562,,,2.78E-06,,,7.77E-06,,,6.11E-13,,,7.85E-06,
4.77E-06,,,0,,,4.32E-07,,,0.003357832,,,2.32E-06,,,7.77E-06,,,6.23E-13,,,7.93E-06,
5.36E-06,,,0,,,4.15E-07,,,0.003496866,,,2.30E-06,,,7.77E-06,,,6.11E-13,,,8.60E-06,
5.36E-06,,,0,,,4.02E-07,,,0.003242276,,,1.88E-06,,,7.78E-06,,,6.05E-13,,,8.51E-06,
5.13E-06,,,0,,,4.58E-07,,,0.003500563,,,1.98E-06,,,7.77E-06,,,6.24E-13,,,7.75E-06,
5.01E-06,,,0,,,4.04E-07,,,0.003306365,,,2.48E-06,,,7.77E-06,,,6.11E-13,,,8.45E-06,
5.13E-06,,,0,,,4.06E-07,,,0.003352906,,,2.43E-06,,,7.77E-06,,,6.24E-13,,,8.63E-06,
4.77E-06,,,0,,,4.14E-07,,,0.00326744,,,2.23E-06,,,7.78E-06,,,6.20E-13,,,7.49E-06,
5.36E-06,,,0,,,4.22E-07,,,0.003275161,,,1.98E-06,,,7.77E-06,,,6.13E-13,,,8.38E-06,
4.77E-06,,,0,,,4.32E-07,,,0.003285814,,,2.84E-06,,,7.77E-06,,,6.02E-13,,,8.13E-06,
4.41E-06,,,0,,,4.31E-07,,,0.00337,,,2.09E-06,,,7.78E-06,,,6.35E-13,,,7.92E-06,
5.13E-06,,,0,,,4.17E-07,,,0.003383557,,,2.28E-06,,,7.78E-06,,,6.11E-13,,,8.52E-06,
5.13E-06,,,0,,,4.02E-07,,,0.003346482,,,2.05E-06,,,7.77E-06,,,6.24E-13,,,9.12E-06,
4.65E-06,,,0,,,4.33E-07,,,0.003286664,,,2.54E-06,,,7.78E-06,,,6.21E-13,,,8.33E-06,
4.77E-06,,,0,,,4.41E-07,,,0.003491211,,,2.37E-06,,,7.77E-06,,,6.11E-13,,,8.46E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003325667,,,2.15E-06,,,7.77E-06,,,6.30E-13,,,8.62E-06,
5.13E-06,,,0,,,4.11E-07,,,0.003495704,,,2.32E-06,,,7.77E-06,,,6.05E-13,,,8.20E-06,
4.77E-06,,,0,,,4.63E-07,,,0.003329906,,,1.90E-06,,,7.78E-06,,,6.06E-13,,,8.28E-06,
5.13E-06,,,0,,,4.53E-07,,,0.003314556,,,2.57E-06,,,7.77E-06,,,6.03E-13,,,8.48E-06,
